Symbol,Name,Country,Sector,Industry,float shares
CGEM,Cullinan Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,22870299.0
CGEN,Compugen Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),83404732.0
CGNT,Cognyte Software Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software,56612027.0
CGNX,Cognex Corporation Common Stock,United States,Industrials,Industrial Machinery/Components,166149143.0
CGO,Calamos Global Total Return Fund Common Stock,United States,Finance,Investment Managers,
CGTX,Cognition Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,20289057.0
CHCI,Comstock Holding Companies Inc. Class A Common Stock,United States,Finance,Real Estate,2869513.0
CHCO,City Holding Company Common Stock,United States,Finance,Major Banks,14638992.0
CHDN,Churchill Downs Incorporated Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation,66660484.0
CHEA,Chenghe Acquisition Co. Class A Ordinary Share,Singapore,Finance,Blank Checks,9849894.0
CHEAW,Chenghe Acquisition Co. Warrant,Singapore,Finance,Blank Checks,
CHEF,The Chefs' Warehouse Inc. Common Stock,United States,Consumer Discretionary,Food Distributors,32848745.0
CHEK,Check-Cap Ltd. Ordinary Share,Israel,Health Care,Medical Electronics,5840618.0
CHI,Calamos Convertible Opportunities and Income Fund Common Stock,United States,Finance,Investment Managers,
CHK,Chesapeake Energy Corporation Common Stock,United States,Energy,Oil & Gas Production,113309010.0
CHKEL,Chesapeake Energy Corporation Class C Warrants,United States,Energy,Oil & Gas Production,
CHKEW,Chesapeake Energy Corporation Class A Warrants,United States,Energy,Oil & Gas Production,
CHKEZ,Chesapeake Energy Corporation Class B Warrants,United States,Energy,Oil & Gas Production,
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software,92731480.0
CHMG,Chemung Financial Corp Common Stock,United States,Finance,Major Banks,3108943.0
CHNR,China Natural Resources Inc. Common Stock,Hong Kong,Basic Materials,Precious Metals,2519214.0
CHRD,Chord Energy Corporation Common Stock,United States,Energy,Oil & Gas Production,39577132.0
CHRS,Coherus BioSciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),79547195.0
CHRW,C.H. Robinson Worldwide Inc. Common Stock,United States,Consumer Discretionary,Oil Refining/Marketing,116093713.0
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,United States,Industrials,Farming/Seeds/Milling,
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,United States,Industrials,Farming/Seeds/Milling,
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,United States,Industrials,Farming/Seeds/Milling,
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,United States,Industrials,Farming/Seeds/Milling,
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,United States,Industrials,Farming/Seeds/Milling,
CHSN,Chanson International Holding Class A Ordinary Shares,China,Consumer Staples,Packaged Foods,2647080.0
CHTR,Charter Communications Inc. Class A Common Stock New,United States,Telecommunications,Cable & Other Pay Television Services,98510421.0
CHUY,Chuy's Holdings Inc. Common Stock,United States,Consumer Discretionary,Restaurants,17781685.0
CHW,Calamos Global Dynamic Income Fund Common Stock,United States,Finance,Investment Managers,
CHX,ChampionX Corporation Common Stock ,United States,Industrials,Industrial Machinery/Components,195144889.0
CHY,Calamos Convertible and High Income Fund Common Stock,United States,Finance,Investment Managers,
CIFR,Cipher Mining Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service,44017637.0
CIFRW,Cipher Mining Inc. Warrant,United States,Finance,Investment Bankers/Brokers/Service,
CIGI,Colliers International Group Inc. Subordinate Voting Shares,Canada,Finance,Real Estate,40000090.0
CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock,United States,Finance,Finance/Investors Services,
CINF,Cincinnati Financial Corporation Common Stock,United States,Finance,Property-Casualty Insurers,154023340.0
CING,Cingulate Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,12918195.0
CINGW,Cingulate Inc. Warrants,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
CISO,CISO Global Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,87084290.0
CISS,C3is Inc. Common Stock,Greece,Consumer Discretionary,Marine Transportation,
CITE,Cartica Acquisition Corp Class A Ordinary Shares,United States,Finance,Blank Checks,242534.0
CITEW,Cartica Acquisition Corp Warrant,United States,Finance,Blank Checks,
CIVB,Civista Bancshares Inc. Common Stock,United States,Finance,Major Banks,14891651.0
CIX,CompX International Inc. Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components,1502401.0
CIZN,Citizens Holding Company Common Stock,United States,Finance,Major Banks,4837494.0
CJET,Chijet Motor Company Inc. Ordinary Shares,Cayman Islands,Consumer Discretionary,Auto Manufacturing,
CJJD,China Jo-Jo Drugstores Inc. (Cayman Islands) Ordinary Shares,China,Consumer Staples,Retail-Drug Stores and Proprietary Stores,22261159.0
CKPT,Checkpoint Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,17051295.0
CKX,CKX Lands Inc. Common Stock,United States,Energy,Oil & Gas Production,1339175.0
CLAR,Clarus Corporation Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys,23789627.0
CLAY,Chavant Capital Acquisition Corp. Ordinary Shares,United States,Finance,Blank Checks,821863.0
CLBK,Columbia Financial Inc. Common Stock,United States,Finance,Savings Institutions,27992115.0
CLBT,Cellebrite DI Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software,39975806.0
CLBTW,Cellebrite DI Ltd. Warrants,Israel,Technology,Computer Software: Prepackaged Software,
CLDX,Celldex Therapeutics Inc.,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,43646298.0
CLEU,China Liberal Education Holdings Limited Ordinary Shares,China,Consumer Discretionary,Educational Services,22670540.0
CLFD,Clearfield Inc. Common Stock,United States,Utilities,Telecommunications Equipment,12949492.0
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,Israel,Health Care,Industrial Specialties,
CLIN,Clean Earth Acquisitions Corp. Class A Common Stock,United States,Utilities,Power Generation,7146571.0
CLINR,Clean Earth Acquisitions Corp. Right,United States,Utilities,Power Generation,7146571.0
CLINW,Clean Earth Acquisitions Corp. Warrant,United States,Utilities,Power Generation,
CLIR,ClearSign Technologies Corporation Common Stock (DE),United States,Industrials,Industrial Machinery/Components,38263230.0
CLLS,Cellectis S.A. American Depositary Shares,France,Health Care,Biotechnology: Pharmaceutical Preparations,39376097.0
CLM,Cornerstone Strategic Value Fund Inc. New Common Stock,United States,Finance,Finance/Investors Services,
CLMB,Climb Global Solutions Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment,3559473.0
CLMT,Calumet Specialty Products Partners L.P. Common Units,United States,Energy,Integrated oil Companies,54924130.0
CLNE,Clean Energy Fuels Corp. Common Stock,United States,Utilities,Natural Gas Distribution,176647692.0
CLNN,Clene Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,75638093.0
CLOE,Clover Leaf Capital Corp. Class A Common Stock,United States,Finance,Blank Checks,4498928.0
CLOER,Clover Leaf Capital Corp. Rights,United States,Finance,Blank Checks,
CLOV,Clover Health Investments Corp. Class A Common Stock,United States,Health Care,Medical Specialities,328658622.0
CLPS,CLPS Incorporation Common Stock,China,Technology,Computer Software: Prepackaged Software,12434192.0
CLPT,ClearPoint Neuro Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,22611050.0
CLRB,Cellectar Biosciences Inc.  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,6807640.0
CLRC,ClimateRock Class A Ordinary Shares,United Kingdom,Finance,Blank Checks,1140864.0
CLRO,ClearOne Inc. (DE) Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment,12412428.0
CLSD,Clearside Biomedical Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,54053372.0
CLSK,CleanSpark Inc. Common Stock,United States,Finance,Finance: Consumer Services,147193961.0
CLVR,Clever Leaves Holdings Inc. Common Shares,Colombia,Health Care,Pharmaceuticals and Biotechnology,38897331.0
CLVRW,Clever Leaves Holdings Inc. Warrant,Colombia,Health Care,Pharmaceuticals and Biotechnology,38897331.0
CLWT,Euro Tech Holdings Company Limited Common Stock,Hong Kong,Consumer Discretionary,Professional and commerical equipment,3391756.0
CMAX,CareMax Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,58597653.0
CMAXW,CareMax Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software,
CMBM,Cambium Networks Corporation Ordinary Shares,Cayman Islands,Technology,Radio And Television Broadcasting And Communications Equipment,12056704.0
CMCA,Capitalworks Emerging Markets Acquisition Corp Class A Ordinary Shares,United States,Finance,Blank Checks,4248419.0
CMCAW,Capitalworks Emerging Markets Acquisition Corp Warrant,United States,Finance,Blank Checks,
CMCL,Caledonia Mining Corporation Plc Common Shares,Canada,Basic Materials,Precious Metals,13015270.0
CMCO,Columbus McKinnon Corporation Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks,28041486.0
CMCSA,Comcast Corporation Class A Common Stock,United States,Telecommunications,Cable & Other Pay Television Services,4084005349.0
CMCT,Creative Media & Community Trust Corporation Common stock,United States,Real Estate,Real Estate Investment Trusts,9533289.0
CME,CME Group Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service,358281564.0
CMLS,Cumulus Media Inc. Class A Common Stock,United States,Consumer Discretionary,Broadcasting,14583432.0
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,Israel,Health Care,Biotechnology: Pharmaceutical Preparations,6455400.0
CMND,Clearmind Medicine Inc. Common Shares,Canada,Health Care,Pharmaceuticals and Biotechnology,6405193.0
CMPO,CompoSecure Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services,10388665.0
CMPOW,CompoSecure Inc. Warrant,United States,Finance,Finance: Consumer Services,
CMPR,Cimpress plc Ordinary Shares (Ireland),Netherlands,Consumer Discretionary,Publishing,16315673.0
CMPS,COMPASS Pathways Plc American Depository Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations,24331008.0
CMPX,Compass Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,99286971.0
CMRA,Comera Life Sciences Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),12117210.0
CMRAW,Comera Life Sciences Holdings Inc. Warrant,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
CMRX,Chimerix Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,79202567.0
CMT,Core Molding Technologies Inc Common Stock,United States,Industrials,Plastic Products,6716590.0
CMTL,Comtech Telecommunications Corp. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment,24782543.0
CNDT,Conduent Incorporated Common Stock ,United States,Consumer Discretionary,Business Services,204927327.0
CNET,ZW Data Action Technologies Inc. Common Stock,China,Technology,Computer Software: Programming Data Processing,5920447.0
CNEY,CN Energy Group Inc. Class A Ordinary Shares,China,Industrials,Major Chemicals,29803997.0
CNFR,Conifer Holdings Inc. Common Stock,United States,Finance,Property-Casualty Insurers,2848665.0
CNFRL,Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023,United States,Finance,Property-Casualty Insurers,
CNGL,Canna-Global Acquisition Corp. Class A Common Stock,United States,Finance,Blank Checks,1096112.0
CNGLU,Canna-Global Acquisition Corp Unit,United States,Finance,Blank Checks,1096112.0
CNOB,ConnectOne Bancorp Inc. Common Stock,United States,Finance,Major Banks,36436093.0
CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks,36436093.0
CNSL,Consolidated Communications Holdings Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment,74331047.0
CNSP,CNS Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,4124867.0
CNTA,Centessa Pharmaceuticals plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations,29854977.0
CNTB,Connect Biopharma Holdings Limited American Depositary Shares,China,Health Care,Biotechnology: Pharmaceutical Preparations,18452578.0
CNTG,Centogene N.V. Common Shares,Germany,Health Care,Medical Specialities,8181337.0
CNTX,Context Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,11815199.0
CNTY,Century Casinos Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts,25555663.0
CNVS,Cineverse Corp. Class A Common Stock,United States,Consumer Discretionary,Consumer Electronics/Video Chains,9840806.0
CNXA,Connexa Sports Technologies Inc. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys,16321770.0
CNXC,Concentrix Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software,43177917.0
CNXN,PC Connection Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution,11156508.0
COCO,The Vita Coco Company Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution),30800907.0
COCP,Cocrystal Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,7113412.0
CODA,Coda Octopus Group Inc. Common stock,United States,Industrials,Industrial Machinery/Components,5684883.0
CODX,Co-Diagnostics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,30256224.0
COE,51Talk Online Education Group American depositary shares each representing 60 Class A ordinary shares,China,Consumer Discretionary,Educational Services,1095496.0
COEP,Coeptis Therapeutics Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),14027944.0
COFS,ChoiceOne Financial Services Inc. Common Stock,United States,Finance,Major Banks,6517353.0
COGT,Cogent Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,58479597.0
COHN,Cohen & Company Inc.,United States,Finance,Investment Bankers/Brokers/Service,697512.0
COHU,Cohu Inc. Common Stock,United States,Industrials,Electrical Products,46507330.0
COIN,Coinbase Global Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services,186987379.0
COKE,Coca-Cola Consolidated Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution),4724995.0
COLB,Columbia Banking System Inc. Common Stock,United States,Finance,Savings Institutions,206729148.0
COLL,Collegium Pharmaceutical Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,31140123.0
COLM,Columbia Sportswear Company Common Stock,United States,Consumer Discretionary,Apparel,34906114.0
COMM,CommScope Holding Company Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment,185592654.0
COMS,COMSovereign Holding Corp. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment,2623486.0
COMSP,COMSovereign Holding Corp. 9.25% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Consumer Discretionary,Telecommunications Equipment,2623486.0
COMSW,COMSovereign Holding Corp. Warrants,United States,Consumer Discretionary,Telecommunications Equipment,
CONN,Conn's Inc. Common Stock,United States,Consumer Discretionary,Consumer Electronics/Video Chains,14925229.0
CONX,CONX Corp. Class A Common Stock,United States,Finance,Blank Checks,2698314.0
CONXU,CONX Corp. Unit,United States,Finance,Blank Checks,2698314.0
CONXW,CONX Corp. Warrant,United States,Finance,Blank Checks,
COOL,Corner Growth Acquisition Corp. Class A Ordinary Shares,United States,Finance,Blank Checks,341461.0
COOLW,Corner Growth Acquisition Corp. Warrant,United States,Finance,Blank Checks,
COOP,Mr. Cooper Group Inc. Common Stock,United States,Finance,Finance: Consumer Services,64707387.0
CORT,Corcept Therapeutics Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,84021562.0
COSM,Cosmos Health Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,9639657.0
COST,Costco Wholesale Corporation Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores,441991863.0
COYA,Coya Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,7236014.0
CPHC,Canterbury Park Holding Corporation 'New' Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation,2299862.0
CPHI,China Pharma Holdings Inc. Common Stock,China,Health Care,Biotechnology: Pharmaceutical Preparations,7568286.0
CPIX,Cumberland Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,8238011.0
CPLP,Capital Product Partners L.P. Common Units,Greece,Consumer Discretionary,Marine Transportation,14632546.0
CPOP,Pop Culture Group Co. Ltd Class A Ordinary Shares,China,Consumer Discretionary,Services-Misc. Amusement & Recreation,12921584.0
CPRT,Copart Inc. (DE) Common Stock,United States,Consumer Discretionary,Other Specialty Stores,868434415.0
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,91616492.0
CPSH,CPS Technologies Corp. Common Stock,United States,Consumer Discretionary,Building Materials,11290823.0
CPSI,Computer Programs and Systems Inc. Common Stock,United States,Technology,EDP Services,13528199.0
CPSS,Consumer Portfolio Services Inc. Common Stock,United States,Finance,Finance: Consumer Services,8542659.0
CPTN,Cepton Inc. Common Stock,United States,Industrials,Industrial Machinery/Components,47650490.0
CPTNW,Cepton Inc. Warrant,United States,Industrials,Industrial Machinery/Components,
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable,
CQP,Cheniere Energy Partners LP Common Units,United States,Utilities,Oil/Gas Transmission,142035560.0
CRAI,CRA International Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services,6694271.0
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,4411252.0
CRBU,Caribou Biosciences Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products ,71707544.0
CRCT,Cricut Inc. Class A Common Stock,United States,Industrials,Wholesale Distributors,31517075.0
CRDF,Cardiff Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),41327275.0
CRDL,Cardiol Therapeutics Inc. Class A Common Shares,Canada,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),61761951.0
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,United States,Technology,Semiconductors,113342048.0
CREG,Smart Powerr Corp. Common Stock,China,Consumer Discretionary,Business Services,5313523.0
CRESW,Cresud S.A.C.I.F. y A. Warrant,Argentina,Finance,Real Estate,
CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares,Argentina,Finance,Real Estate,16663986.0
CREX,Creative Realities Inc. Common Stock,United States,Technology,EDP Services,5818828.0
CRF,Cornerstone Total Return Fund Inc. (The) Common Stock,United States,Finance,Finance/Investors Services,
CRGE,Charge Enterprises Inc. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment,97899662.0
CRGO,Freightos Limited Ordinary shares,Israel,Finance,Blank Checks,27148085.0
CRIS,Curis Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),97309886.0
CRKN,Crown Electrokinetics Corp. Common Stock,United States,Technology,Industrial Machinery/Components,809434.0
CRMD,CorMedix Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,54150794.0
CRMT,America's Car-Mart Inc Common Stock,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,5291196.0
CRNC,Cerence Inc. Common Stock,United States,Technology,EDP Services,39444297.0
CRNT,Ceragon Networks Ltd. Ordinary Shares,Israel,Technology,Radio And Television Broadcasting And Communications Equipment,66305960.0
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,49394533.0
CRON,Cronos Group Inc. Common Share,Canada,Health Care,Pharmaceuticals and Biotechnology,202991057.0
CROX,Crocs Inc. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing,59631573.0
CRSP,CRISPR Therapeutics AG Common Shares,Switzerland,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),78343366.0
CRSR,Corsair Gaming Inc. Common Stock,United States,Technology,Computer Manufacturing,43280418.0
CRTO,Criteo S.A. American Depositary Shares,France,Consumer Discretionary,Advertising,52018706.0
CRUS,Cirrus Logic Inc. Common Stock,United States,Technology,Semiconductors,54426865.0
CRVL,CorVel Corp. Common Stock,United States,Finance,Specialty Insurers,9065489.0
CRVO,CervoMed Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
CRVS,Corvus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,36809597.0
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,United States,Technology,EDP Services,220643544.0
CRWS,Crown Crafts Inc Common Stock,United States,Consumer Discretionary,Textiles,9399537.0
CSBR,Champions Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),4792942.0
CSCO,Cisco Systems Inc. Common Stock (DE),United States,Telecommunications,Computer Communications Equipment,4067254680.0
CSGP,CoStar Group Inc. Common Stock,United States,Finance,Real Estate,403669313.0
CSGS,CSG Systems International Inc. Common Stock,United States,Technology,EDP Services,29315909.0
CSIQ,Canadian Solar Inc. Common Shares (ON),Canada,Technology,Semiconductors,51100755.0
CSLM,CSLM Acquisition Corp. Class A Ordinary Share,United States,Finance,Blank Checks,59665.0
CSLMR,CSLM Acquisition Corp. Right,United States,Finance,Blank Checks,
CSLMW,CSLM Acquisition Corp. Warrant,United States,Finance,Blank Checks,
CSLR,Complete Solaria Inc. Common Stock,United States,Technology,Semiconductors,4730428.0
CSLRW,Complete Solaria Inc. Warrants,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
CSPI,CSP Inc. Common Stock,United States,Technology,EDP Services,3383808.0
CSQ,Calamos Strategic Total Return Common Stock,United States,Finance,Finance Companies,
CSSE,Chicken Soup for the Soul Entertainment Inc. Class A Common Stock,United States,Consumer Discretionary,Movies/Entertainment,16514295.0
CSSEL,Chicken Soup for the Soul Entertainment Inc. Warrant,United States,Consumer Discretionary,Movies/Entertainment,
CSSEN,Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025,United States,Consumer Discretionary,Movies/Entertainment,
CSSEP,Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Consumer Discretionary,Movies/Entertainment,16514295.0
CSTE,Caesarstone Ltd. Ordinary Shares,Israel,Industrials,Building Materials,19956589.0
CSTL,Castle Biosciences Inc. Common Stock,United States,Health Care,Medical Specialities,25765757.0
CSTR,CapStar Financial Holdings Inc. Common Stock,United States,Finance,Major Banks,17276408.0
CSWC,Capital Southwest Corporation Common Stock,United States,Finance,Finance/Investors Services,38012418.0
CSWCZ,Capital Southwest Corporation 7.75% Notes due 2028,United States,Finance,Finance Companies,
CSWI,CSW Industrials Inc. Common Stock,United States,Industrials,Home Furnishings,15350993.0
CSX,CSX Corporation Common Stock,United States,Industrials,Railroads,1999769358.0
CTAS,Cintas Corporation Common Stock,United States,Consumer Discretionary,Business Services,86467103.0
CTBI,Community Trust Bancorp Inc. Common Stock,United States,Finance,Major Banks,15239991.0
CTCX,Carmell Therapeutics Corporation Class A Common Stock,United States,Health Care,Medical/Dental Instruments,
CTCXW,Carmell Therapeutics Corporation Warrant,United States,Health Care,Medical/Dental Instruments,
CTG,Computer Task Group Inc. Common Stock,United States,Technology,EDP Services,14664319.0
CTHR,Charles & Colvard Ltd Common Stock,United States,Consumer Discretionary,Consumer Specialties,24966865.0
CTIB,Yunhong CTI Ltd. Common Stock,United States,Miscellaneous,Diversified Commercial Services,7493276.0
CTKB,Cytek Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,101053823.0
CTLP,Cantaloupe Inc. Common Stock,United States,Technology,EDP Services,47942481.0
CTMX,CytomX Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,53077046.0
CTRM,Castor Maritime Inc. Common Shares,Cyprus,Consumer Discretionary,Marine Transportation,96378048.0
CTRN,Citi Trends Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,5888113.0
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,United States,Technology,EDP Services,503940402.0
CTSO,Cytosorbents Corporation Common Stock,United States,Health Care,Medical/Dental Instruments,37197861.0
CTXR,Citius Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,146541553.0
CUBA,Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,United States,Finance,Investment Managers,
CUE,Cue Biopharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,41365931.0
CUEN,Cuentas Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,1071307.0
CUENW,Cuentas Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software,
CULL,Cullman Bancorp Inc. Common Stock,United States,Finance,Savings Institutions,6250500.0
CURI,CuriosityStream Inc. Class A Common Stock,United States,Consumer Discretionary,Movies/Entertainment,27806902.0
CURIW,CuriosityStream Inc. Warrant,United States,Consumer Discretionary,Movies/Entertainment,
CUTR,Cutera Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,14966682.0
CVAC,CureVac N.V. Ordinary Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations,122952112.0
CVBF,CVB Financial Corporation Common Stock,United States,Finance,Major Banks,131333248.0
CVCO,Cavco Industries Inc. Common Stock When Issued,United States,Consumer Discretionary,Homebuilding,8112814.0
CVCY,Central Valley Community Bancorp Common Stock,United States,Finance,Major Banks,8622716.0
CVGI,Commercial Vehicle Group Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.,22281043.0
CVGW,Calavo Growers Inc. Common Stock,United States,Consumer Discretionary,Specialty Foods,16654666.0
CVKD,Cadrenal Therapeutics Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products ,3737661.0
CVLG,Covenant Logistics Group Inc. Class A Common Stock,United States,Industrials,Trucking Freight/Courier Services,7211072.0
CVLT,Commvault Systems Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,43348216.0
CVLY,Codorus Valley Bancorp Inc Common Stock,United States,Finance,Savings Institutions,8208561.0
CVM,Cel-Sci Corporation Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),45552590.0
CVR,Chicago Rivet & Machine Co. Common Stock,United States,Industrials,Industrial Machinery/Components,785398.0
CVRX,CVRx Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,10876070.0
CVU,CPI Aerostructures Inc. Common Stock,United States,Industrials,Military/Government/Technical,9261532.0
CVV,CVD Equipment Corporation Common Stock,United States,Technology,Industrial Machinery/Components,5073535.0
CWBC,Community West Bancshares Common Stock,United States,Finance,Major Banks,6071564.0
CWBR,CohBar Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,2479782.0
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,Cayman Islands,Utilities,Water Supply,14886096.0
CWD,CaliberCos Inc. Class A Common Stock,United States,Finance,Real Estate,9571160.0
CWST,Casella Waste Systems Inc. Class A Common Stock,United States,Utilities,Environmental Services,56456969.0
CXAI,CXApp Inc. Class A Common Stock,United States,Technology,EDP Services,2396408.0
CXAIW,CXApp Inc. Warrant,United States,Technology,EDP Services,
CXDO,Crexendo Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment,10072378.0
